5200,ENSG00000121101,"testis expressed 14, intercellular bridge forming factor [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11737"" class=""constant"">HGNC:11737</a>]",TEX14,Q8IWB6,Protein coding
5201,ENSG00000212195,"Small nucleolar RNA U3 [Source:RFAM;Acc:<a href=""http://rfam.xfam.org/family/RF00012"" class=""constant"">RF00012</a>]",U3,,SnoRNA
5202,ENSG00000108384,"RAD51 paralog C [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9820"" class=""constant"">HGNC:9820</a>]",RAD51C,O43502,Protein coding
5203,ENSG00000175175,"protein phosphatase, Mg2+/Mn2+ dependent 1E [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19322"" class=""constant"">HGNC:19322</a>]",PPM1E,Q8WY54,Protein coding
5204,ENSG00000241462,ribosomal protein S12 (RPS12) pseudogene,,,Processed pseudogene
5205,ENSG00000108395,"tripartite motif containing 37 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7523"" class=""constant"">HGNC:7523</a>]",TRIM37,O94972,Protein coding
5206,ENSG00000224738,"novel transcript, antisense to TRIM37 and SKA2",,,LncRNA
5207,ENSG00000182628,"spindle and kinetochore associated complex subunit 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28006"" class=""constant"">HGNC:28006</a>]",SKA2,Q8WVK7,Protein coding
5208,ENSG00000068489,"proline rich 11 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25619"" class=""constant"">HGNC:25619</a>]",PRR11,Q96HE9,Protein coding
5209,ENSG00000167447,"SMG8 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25551"" class=""constant"">HGNC:25551</a>]",SMG8,Q8ND04,Protein coding
5210,ENSG00000153982,"glycerophosphodiester phosphodiesterase domain containing 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:20883"" class=""constant"">HGNC:20883</a>]",GDPD1,Q8N9F7,Protein coding
5211,ENSG00000175155,"yippee like 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18326"" class=""constant"">HGNC:18326</a>]",YPEL2,Q96QA6,Protein coding
5212,ENSG00000265313,"long intergenic non-protein coding RNA 1476 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51117"" class=""constant"">HGNC:51117</a>]",LINC01476,,LncRNA
5213,ENSG00000108406,"DEAH-box helicase 40 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18018"" class=""constant"">HGNC:18018</a>]",DHX40,Q8IX18,Protein coding
5214,ENSG00000141367,"clathrin heavy chain [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2092"" class=""constant"">HGNC:2092</a>]",CLTC,Q00610,Protein coding
5215,ENSG00000229507,,,,
5216,ENSG00000141378,"peptidyl-tRNA hydrolase 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24265"" class=""constant"">HGNC:24265</a>]",PTRH2,Q9Y3E5,Protein coding
5217,ENSG00000062716,"vacuole membrane protein 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29559"" class=""constant"">HGNC:29559</a>]",VMP1,Q96GC9,Protein coding
5218,ENSG00000108423,"tubulin delta 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16811"" class=""constant"">HGNC:16811</a>]",TUBD1,Q9UJT1,Protein coding
5219,ENSG00000108443,"ribosomal protein S6 kinase B1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10436"" class=""constant"">HGNC:10436</a>]",RPS6KB1,P23443,Protein coding
5220,ENSG00000189050,"ring finger protein, transmembrane 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30206"" class=""constant"">HGNC:30206</a>]",RNFT1,Q5M7Z0,Protein coding
5221,ENSG00000068097,"HEAT repeat containing 6 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24076"" class=""constant"">HGNC:24076</a>]",HEATR6,Q6AI08,Protein coding
5222,ENSG00000267526,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1) (GALNT1) pseudogene,,,Processed pseudogene
5223,ENSG00000267248,novel transcript,,,LncRNA
5224,ENSG00000167434,"carbonic anhydrase 4 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1375"" class=""constant"">HGNC:1375</a>]",CA4,P22748,Protein coding
5225,ENSG00000170832,"ubiquitin specific peptidase 32 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19143"" class=""constant"">HGNC:19143</a>]",USP32,Q8NFA0,Protein coding
5226,ENSG00000062725,"amyloid beta precursor protein binding protein 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:622"" class=""constant"">HGNC:622</a>]",APPBP2,Q92624,Protein coding
5227,ENSG00000170836,"protein phosphatase, Mg2+/Mn2+ dependent 1D [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9277"" class=""constant"">HGNC:9277</a>]",PPM1D,O15297,Protein coding
5228,ENSG00000141376,"BCAS3 microtubule associated cell migration factor [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14347"" class=""constant"">HGNC:14347</a>]",BCAS3,Q9H6U6,Protein coding
5229,ENSG00000267083,,KRT18P61,,Processed pseudogene
5230,ENSG00000267667,,,,
5231,ENSG00000266934,"novel transcript, sense intronic to BCAS3",,,LncRNA
5232,ENSG00000267280,"TBX2 antisense RNA 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:50355"" class=""constant"">HGNC:50355</a>]",TBX2-AS1,,LncRNA
5233,ENSG00000121068,"T-box transcription factor 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11597"" class=""constant"">HGNC:11597</a>]",TBX2,Q13207,Protein coding
5234,ENSG00000136492,"BRCA1 interacting helicase 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:20473"" class=""constant"">HGNC:20473</a>]",BRIP1,Q9BX63,Protein coding
5235,ENSG00000108506,"integrator complex subunit 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29241"" class=""constant"">HGNC:29241</a>]",INTS2,Q9H0H0,Protein coding
5236,ENSG00000108510,"mediator complex subunit 13 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:22474"" class=""constant"">HGNC:22474</a>]",MED13,Q9UHV7,Protein coding
5237,ENSG00000242398,"RNA, 7SL, cytoplasmic 800, pseudogene [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:46816"" class=""constant"">HGNC:46816</a>]",RN7SL800P,,Misc RNA
5238,ENSG00000266066,"RNA polymerase mitochondrial pseudogene 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28865"" class=""constant"">HGNC:28865</a>]",POLRMTP1,,Processed pseudogene
5239,ENSG00000087995,"methyltransferase 2A, methylcytidine [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25755"" class=""constant"">HGNC:25755</a>]",METTL2A,Q96IZ6,Protein coding
5240,ENSG00000146872,"tousled like kinase 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11842"" class=""constant"">HGNC:11842</a>]",TLK2,Q86UE8,Protein coding
5241,ENSG00000264546,novel transcript,,,LncRNA
5242,ENSG00000011028,"mannose receptor C type 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16875"" class=""constant"">HGNC:16875</a>]",MRC2,Q9UBG0,Protein coding
5243,ENSG00000265702,"novel transcript, antisense to MARCH10",,,LncRNA
5244,ENSG00000173838,"membrane associated ring-CH-type finger 10 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26655"" class=""constant"">HGNC:26655</a>]",MARCHF10,Q8NA82,Protein coding
5245,ENSG00000263931,,,,
5246,ENSG00000266411,,,,
5247,ENSG00000170921,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30212"" class=""constant"">HGNC:30212</a>]",TANC2,Q9HCD6,Protein coding
5248,ENSG00000264513,"novel transcript, antisense to TANC2",,,LncRNA
5249,ENSG00000264529,"DNAJB6 pseudogene 8 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54761"" class=""constant"">HGNC:54761</a>]",DNAJB6P8,,Transcribed processed pseudogene
5250,ENSG00000233635,"novel transcript, antisense to TANC2",,,LncRNA
5251,ENSG00000263501,"novel transcript, antisense to TANC2",,,LncRNA
5252,ENSG00000226797,"novel transcript, antisense to TANC2",,,LncRNA
5253,ENSG00000008283,"cytochrome b561 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2571"" class=""constant"">HGNC:2571</a>]",CYB561,P49447,Protein coding
5254,ENSG00000159640,"angiotensin I converting enzyme [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2707"" class=""constant"">HGNC:2707</a>]",ACE,P12821,Protein coding
5255,ENSG00000173826,"potassium voltage-gated channel subfamily H member 6 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18862"" class=""constant"">HGNC:18862</a>]",KCNH6,Q9H252,Protein coding
5256,ENSG00000136485,"DDB1 and CUL4 associated factor 7 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30915"" class=""constant"">HGNC:30915</a>]",DCAF7,P61962,Protein coding
5257,ENSG00000136463,"translational activator of cytochrome c oxidase I [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24316"" class=""constant"">HGNC:24316</a>]",TACO1,Q9BSH4,Protein coding
5258,ENSG00000198909,"mitogen-activated protein kinase kinase kinase 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6855"" class=""constant"">HGNC:6855</a>]",MAP3K3,Q99759,Protein coding
5259,ENSG00000263883,"eukaryotic translation elongation factor 1 delta pseudogene 7 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51457"" class=""constant"">HGNC:51457</a>]",EEF1DP7,,Transcribed processed pseudogene
5260,ENSG00000136490,"LIM domain containing 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28142"" class=""constant"">HGNC:28142</a>]",LIMD2,Q9BT23,Protein coding
5261,ENSG00000266173,"STE20 related adaptor alpha [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30172"" class=""constant"">HGNC:30172</a>]",STRADA,Q7RTN6,Protein coding
5262,ENSG00000108588,"coiled-coil domain containing 47 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24856"" class=""constant"">HGNC:24856</a>]",CCDC47,Q96A33,Protein coding
5263,ENSG00000198231,"DEAD-box helicase 42 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18676"" class=""constant"">HGNC:18676</a>]",DDX42,Q86XP3,Protein coding
5264,ENSG00000108592,"FtsJ RNA 2&#39;-O-methyltransferase 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17136"" class=""constant"">HGNC:17136</a>]",FTSJ3,Q8IY81,Protein coding
5265,ENSG00000087191,"proteasome 26S subunit, ATPase 5 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9552"" class=""constant"">HGNC:9552</a>]",PSMC5,P62195,Protein coding
5266,ENSG00000108604,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11107"" class=""constant"">HGNC:11107</a>]",SMARCD2,Q92925,Protein coding
5267,ENSG00000264756,,,,
5268,ENSG00000007314,"sodium voltage-gated channel alpha subunit 4 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10591"" class=""constant"">HGNC:10591</a>]",SCN4A,P35499,Protein coding
5269,ENSG00000224383,"proline rich 29 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25673"" class=""constant"">HGNC:25673</a>]",PRR29,P0C7W0,Protein coding
5270,ENSG00000108622,"intercellular adhesion molecule 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:5345"" class=""constant"">HGNC:5345</a>]",ICAM2,P13598,Protein coding
5271,ENSG00000263899,,,,
5272,ENSG00000178607,"endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3449"" class=""constant"">HGNC:3449</a>]",ERN1,O75460,Protein coding
5273,ENSG00000136478,"testis expressed 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30884"" class=""constant"">HGNC:30884</a>]",TEX2,Q8IWB9,Protein coding
5274,ENSG00000256525,"DNA polymerase gamma 2, accessory subunit [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9180"" class=""constant"">HGNC:9180</a>]",POLG2,Q9UHN1,Protein coding
5275,ENSG00000108654,"DEAD-box helicase 5 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2746"" class=""constant"">HGNC:2746</a>]",DDX5,P17844,Protein coding
5276,ENSG00000258890,"centrosomal protein 95 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25141"" class=""constant"">HGNC:25141</a>]",CEP95,Q96GE4,Protein coding
5277,ENSG00000108854,"SMAD specific E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16809"" class=""constant"">HGNC:16809</a>]",SMURF2,Q9HAU4,Protein coding
5278,ENSG00000215769,"ARHGAP27P1-BPTFP1-KPNA2P3 readthrough, transcribed pseudogene [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:52873"" class=""constant"">HGNC:52873</a>]",ARHGAP27P1-BPTFP1-KPNA2P3,,LncRNA
5279,ENSG00000265298,small nuclear ribonucleoprotein 200kDa (U5) (SNRNP200) pseudogene,,,Unprocessed pseudogene
5280,ENSG00000265982,Rho GTPase-activating protein 27-like protein pseudogene,,,Unprocessed pseudogene
5281,ENSG00000214176,"pleckstrin homology and RUN domain containing M1 pseudogene 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35411"" class=""constant"">HGNC:35411</a>]",PLEKHM1P1,,Transcribed unprocessed pseudogene
5282,ENSG00000176809,"leucine rich repeat containing 37 member A3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32427"" class=""constant"">HGNC:32427</a>]",LRRC37A3,O60309,Protein coding
5283,ENSG00000265218,"novel transcript, antisense to LRRC37A3",,,LncRNA
5284,ENSG00000266644,"novel transcript, antisense to LRRC37A3",,,LncRNA
5285,ENSG00000264057,bromodomain PHD finger transcription factor (BPTF) pseudogene,,,Transcribed unprocessed pseudogene
5286,ENSG00000232457,"SLC16A6 pseudogene 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:48932"" class=""constant"">HGNC:48932</a>]",SLC16A6P1,,Transcribed unprocessed pseudogene
5287,ENSG00000265912,novel transcript,,,LncRNA
5288,ENSG00000214174,"AMZ2 pseudogene 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26491"" class=""constant"">HGNC:26491</a>]",AMZ2P1,,Transcribed unprocessed pseudogene
5289,ENSG00000120063,"G protein subunit alpha 13 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:4381"" class=""constant"">HGNC:4381</a>]",GNA13,Q14344,Protein coding
5290,ENSG00000266598,"novel transcript, antisense to GNA13",,,LncRNA
5291,ENSG00000263470,,,,
5292,ENSG00000108370,"regulator of G protein signaling 9 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10004"" class=""constant"">HGNC:10004</a>]",RGS9,O75916,Protein coding
5293,ENSG00000168646,"axin 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:904"" class=""constant"">HGNC:904</a>]",AXIN2,Q9Y2T1,Protein coding
5294,ENSG00000154240,"centrosomal protein 112 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28514"" class=""constant"">HGNC:28514</a>]",CEP112,Q8N8E3,Protein coding
5295,ENSG00000154229,"protein kinase C alpha [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9393"" class=""constant"">HGNC:9393</a>]",PRKCA,P17252,Protein coding
5296,ENSG00000244044,"RNA, 7SL, cytoplasmic 735, pseudogene [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:46751"" class=""constant"">HGNC:46751</a>]",RN7SL735P,,Misc RNA
5297,ENSG00000264630,"PRKCA antisense RNA 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51347"" class=""constant"">HGNC:51347</a>]",PRKCA-AS1,,LncRNA
5298,ENSG00000075429,"calcium voltage-gated channel auxiliary subunit gamma 5 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1409"" class=""constant"">HGNC:1409</a>]",CACNG5,Q9UF02,Protein coding
5299,ENSG00000075461,"calcium voltage-gated channel auxiliary subunit gamma 4 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1408"" class=""constant"">HGNC:1408</a>]",CACNG4,Q9UBN1,Protein coding
5300,ENSG00000198265,"helicase with zinc finger [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16878"" class=""constant"">HGNC:16878</a>]",HELZ,P42694,Protein coding
5301,ENSG00000197170,"proteasome 26S subunit, non-ATPase 12 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9557"" class=""constant"">HGNC:9557</a>]",PSMD12,O00232,Protein coding
5302,ENSG00000154217,"phosphatidylinositol transfer protein cytoplasmic 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21045"" class=""constant"">HGNC:21045</a>]",PITPNC1,Q9UKF7,Protein coding
5303,ENSG00000264754,novel transcript,,,LncRNA
5304,ENSG00000130935,"nucleolar protein 11 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24557"" class=""constant"">HGNC:24557</a>]",NOL11,Q9H8H0,Protein coding
5305,ENSG00000171634,"bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3581"" class=""constant"">HGNC:3581</a>]",BPTF,Q12830,Protein coding
5306,ENSG00000266717,"novel transcript, antisense to BPTF",,,LncRNA
5307,ENSG00000186665,"chromosome 17 open reading frame 58 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:27568"" class=""constant"">HGNC:27568</a>]",C17orf58,Q2M2W7,Protein coding
5308,ENSG00000182481,"karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6395"" class=""constant"">HGNC:6395</a>]",KPNA2,P52292,Protein coding
